speaker_id,utterance_count,valid_readable_wav_count,invalid_wav_count,zero_frame_count,duration_seconds,provenance_classes,exact_duplicate_file_count,candidate_source_group_count,positive_pair_support_status
1355,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1356,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1357,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1358,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1359,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1360,205,205,0,0,615.0,train|train_small,0,205,at_least_two_nonzero_readable
1361,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1362,91,91,0,0,273.0,train|train_small,0,91,at_least_two_nonzero_readable
1363,130,130,0,0,390.0,train|train_small,0,130,at_least_two_nonzero_readable
1364,32,32,0,0,96.0,train|train_small,0,32,at_least_two_nonzero_readable
1365,74,74,0,0,222.0,train|train_small,0,74,at_least_two_nonzero_readable
1366,116,116,0,0,348.0,train|train_small,0,116,at_least_two_nonzero_readable
1367,122,122,0,0,366.0,train|train_small,0,122,at_least_two_nonzero_readable
1368,64,64,0,0,192.0,train|train_small,0,64,at_least_two_nonzero_readable
1369,16,16,0,0,48.0,train|train_small,0,16,at_least_two_nonzero_readable
1370,934,934,0,0,2802.0,train|train_small,0,934,at_least_two_nonzero_readable
1372,403,403,0,0,1209.0,train|train_small,0,403,at_least_two_nonzero_readable
1373,30,30,0,0,90.0,train,0,30,at_least_two_nonzero_readable
1374,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1375,10,10,0,0,30.0,train,0,10,at_least_two_nonzero_readable
1376,139,139,0,0,417.0,test,0,139,at_least_two_nonzero_readable
1377,1,1,0,0,3.0,train_small,0,1,fewer_than_two_nonzero_readable
1378,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1380,3,3,0,0,9.0,train,0,3,at_least_two_nonzero_readable
1381,11,11,0,0,33.0,train|train_small,0,11,at_least_two_nonzero_readable
1382,14,14,0,0,42.0,train|train_small,0,14,at_least_two_nonzero_readable
1383,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1384,8,8,0,0,24.0,train,0,8,at_least_two_nonzero_readable
1385,4,4,0,0,12.0,train,0,4,at_least_two_nonzero_readable
1386,11,11,0,0,33.0,train|train_small,0,11,at_least_two_nonzero_readable
1387,816,816,0,0,2448.0,train|train_small,4,816,at_least_two_nonzero_readable
1388,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1389,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1390,2,2,0,0,6.0,train|train_small,0,2,at_least_two_nonzero_readable
1391,1,1,0,0,3.0,train_small,0,1,fewer_than_two_nonzero_readable
1392,40,40,0,0,120.0,train|train_small,0,40,at_least_two_nonzero_readable
1393,17,17,0,0,51.0,train|train_small,0,17,at_least_two_nonzero_readable
1394,114,114,0,0,342.0,train|train_small,0,114,at_least_two_nonzero_readable
1395,106,106,0,0,318.0,train|train_small,0,106,at_least_two_nonzero_readable
1396,63,63,0,0,189.0,train|train_small,2,63,at_least_two_nonzero_readable
1397,11,11,0,0,33.0,train|train_small,0,11,at_least_two_nonzero_readable
1398,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1399,228,228,0,0,684.0,train,0,228,at_least_two_nonzero_readable
1400,158,158,0,0,474.0,train,0,158,at_least_two_nonzero_readable
1401,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1402,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1403,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1404,47,47,0,0,141.0,train,0,47,at_least_two_nonzero_readable
1405,84,84,0,0,252.0,train|train_small,0,84,at_least_two_nonzero_readable
1406,67,67,0,0,201.0,train|train_small,0,67,at_least_two_nonzero_readable
1407,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1408,88,88,0,0,264.0,train|train_small,0,88,at_least_two_nonzero_readable
1409,17,17,0,0,51.0,train,0,17,at_least_two_nonzero_readable
1410,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1411,147,147,0,0,441.0,train|train_small,0,147,at_least_two_nonzero_readable
1412,112,112,0,0,336.0,train|train_small,0,112,at_least_two_nonzero_readable
1413,3,3,0,0,9.0,train_small,0,3,at_least_two_nonzero_readable
1414,69,69,0,0,207.0,train|train_small,0,69,at_least_two_nonzero_readable
1416,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1417,2,2,0,0,6.0,train|train_small,0,2,at_least_two_nonzero_readable
1418,1,1,0,0,3.0,train_small,0,1,fewer_than_two_nonzero_readable
1419,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1420,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1421,28,28,0,0,84.0,train|train_small,0,28,at_least_two_nonzero_readable
1422,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1423,18,18,0,0,54.0,train,0,18,at_least_two_nonzero_readable
1424,27,27,0,0,81.0,train|train_small,0,27,at_least_two_nonzero_readable
1425,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1426,34,34,0,0,102.0,train|train_small,0,34,at_least_two_nonzero_readable
1427,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1428,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1430,9,9,0,0,27.0,train,0,9,at_least_two_nonzero_readable
1431,2,2,0,0,6.0,train_small,0,2,at_least_two_nonzero_readable
1433,12,12,0,0,36.0,train|train_small,0,12,at_least_two_nonzero_readable
1434,3,3,0,0,9.0,train,0,3,at_least_two_nonzero_readable
1435,25,25,0,0,75.0,train,0,25,at_least_two_nonzero_readable
1436,85,85,0,0,255.0,train|train_small,0,85,at_least_two_nonzero_readable
1437,30,30,0,0,90.0,train|train_small,0,30,at_least_two_nonzero_readable
1438,449,449,0,0,1347.0,train,0,449,at_least_two_nonzero_readable
1439,223,223,0,0,669.0,test,0,223,at_least_two_nonzero_readable
1440,9,9,0,0,27.0,train|train_small,0,9,at_least_two_nonzero_readable
1441,244,244,0,0,732.0,train,0,244,at_least_two_nonzero_readable
1442,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1443,2,2,0,0,6.0,train|train_small,0,2,at_least_two_nonzero_readable
1445,30,30,0,0,90.0,train|train_small,0,30,at_least_two_nonzero_readable
1446,122,122,0,0,366.0,train|train_small,2,122,at_least_two_nonzero_readable
1447,105,105,0,0,315.0,test,0,105,at_least_two_nonzero_readable
1448,18,18,0,0,54.0,train,0,18,at_least_two_nonzero_readable
1449,60,60,0,0,180.0,train,0,60,at_least_two_nonzero_readable
1450,329,329,0,0,987.0,train|train_small,0,329,at_least_two_nonzero_readable
1451,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1452,87,87,0,0,261.0,train,0,87,at_least_two_nonzero_readable
1453,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1454,18,18,0,0,54.0,train|train_small,0,18,at_least_two_nonzero_readable
1455,20,20,0,0,60.0,train|train_small,0,20,at_least_two_nonzero_readable
1456,28,28,0,0,84.0,train,0,28,at_least_two_nonzero_readable
1457,14,14,0,0,42.0,train|train_small,0,14,at_least_two_nonzero_readable
1458,5,5,0,0,15.0,train,0,5,at_least_two_nonzero_readable
1459,91,91,0,0,273.0,train|train_small,0,91,at_least_two_nonzero_readable
1460,7,7,0,0,21.0,train|train_small,0,7,at_least_two_nonzero_readable
1461,4,4,0,0,12.0,train,0,4,at_least_two_nonzero_readable
1463,27,27,0,0,81.0,train|train_small,0,27,at_least_two_nonzero_readable
1464,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1465,57,57,0,0,171.0,train|train_small,0,57,at_least_two_nonzero_readable
1466,107,107,0,0,321.0,test,0,107,at_least_two_nonzero_readable
1467,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1468,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1469,217,217,0,0,651.0,train|train_small,0,217,at_least_two_nonzero_readable
1470,29,29,0,0,87.0,train|train_small,0,29,at_least_two_nonzero_readable
1471,29,29,0,0,87.0,train|train_small,0,29,at_least_two_nonzero_readable
1472,5,5,0,0,15.0,train,0,5,at_least_two_nonzero_readable
1473,22,22,0,0,66.0,train|train_small,0,22,at_least_two_nonzero_readable
1475,1,1,0,0,3.0,train_small,0,1,fewer_than_two_nonzero_readable
1476,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1477,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1478,40,40,0,0,120.0,train|train_small,0,40,at_least_two_nonzero_readable
1479,55,55,0,0,165.0,train|train_small,0,55,at_least_two_nonzero_readable
1481,22,22,0,0,66.0,train|train_small,0,22,at_least_two_nonzero_readable
1482,12,12,0,0,36.0,test,0,12,at_least_two_nonzero_readable
1483,17,17,0,0,51.0,train|train_small,0,17,at_least_two_nonzero_readable
1484,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1485,9,9,0,0,27.0,train|train_small,0,9,at_least_two_nonzero_readable
1486,2,2,0,0,6.0,train_small,0,2,at_least_two_nonzero_readable
1487,32,32,0,0,96.0,train|train_small,0,32,at_least_two_nonzero_readable
1488,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1489,5,5,0,0,15.0,test,0,5,at_least_two_nonzero_readable
1490,7,7,0,0,21.0,train|train_small,0,7,at_least_two_nonzero_readable
1491,1,1,0,0,3.0,train_small,0,1,fewer_than_two_nonzero_readable
1492,37,37,0,0,111.0,train,0,37,at_least_two_nonzero_readable
1493,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1494,25,25,0,0,75.0,train|train_small,0,25,at_least_two_nonzero_readable
1495,4,4,0,0,12.0,test,0,4,at_least_two_nonzero_readable
1497,12,12,0,0,36.0,train|train_small,0,12,at_least_two_nonzero_readable
1498,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1499,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1500,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1502,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1503,9,9,0,0,27.0,train,0,9,at_least_two_nonzero_readable
1504,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1505,5,5,0,0,15.0,test,0,5,at_least_two_nonzero_readable
1506,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1507,1,1,0,0,3.0,train_small,0,1,fewer_than_two_nonzero_readable
1508,1,1,0,0,3.0,test,0,1,fewer_than_two_nonzero_readable
1509,37,37,0,0,111.0,train|train_small,0,37,at_least_two_nonzero_readable
1510,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1511,17,17,0,0,51.0,train|train_small,0,17,at_least_two_nonzero_readable
1512,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1513,8,8,0,0,24.0,train|train_small,0,8,at_least_two_nonzero_readable
1514,16,16,0,0,48.0,train,0,16,at_least_two_nonzero_readable
1515,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1516,2,2,0,0,6.0,test,0,2,at_least_two_nonzero_readable
1517,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1518,3,3,0,0,9.0,test,0,3,at_least_two_nonzero_readable
1519,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1520,12,12,0,0,36.0,test,0,12,at_least_two_nonzero_readable
1521,435,435,0,0,1305.0,train|train_small,0,435,at_least_two_nonzero_readable
1522,502,502,0,0,1506.0,test,0,502,at_least_two_nonzero_readable
1523,55,55,0,0,165.0,train,0,55,at_least_two_nonzero_readable
1524,4,4,0,0,12.0,train,0,4,at_least_two_nonzero_readable
1525,15,15,0,0,45.0,train,0,15,at_least_two_nonzero_readable
1526,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1527,3,3,0,0,9.0,test,0,3,at_least_two_nonzero_readable
1528,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1529,32,32,0,0,96.0,train|train_small,0,32,at_least_two_nonzero_readable
1530,115,115,0,0,345.0,train|train_small,0,115,at_least_two_nonzero_readable
1531,82,82,0,0,246.0,test,0,82,at_least_two_nonzero_readable
1532,30,30,0,0,90.0,train|train_small,0,30,at_least_two_nonzero_readable
1533,14,14,0,0,42.0,train,0,14,at_least_two_nonzero_readable
1534,85,85,0,0,255.0,train|train_small,0,85,at_least_two_nonzero_readable
1535,156,156,0,0,468.0,train|train_small,0,156,at_least_two_nonzero_readable
1536,18,18,0,0,54.0,train,0,18,at_least_two_nonzero_readable
1537,7,7,0,0,21.0,train,0,7,at_least_two_nonzero_readable
1538,7,7,0,0,21.0,train,0,7,at_least_two_nonzero_readable
1540,432,432,0,0,1296.0,train|train_small,0,432,at_least_two_nonzero_readable
1542,87,87,0,0,261.0,train|train_small,0,87,at_least_two_nonzero_readable
1543,2,2,0,0,6.0,train|train_small,0,2,at_least_two_nonzero_readable
1544,4,4,0,0,12.0,train,0,4,at_least_two_nonzero_readable
1545,8,8,0,0,24.0,train|train_small,0,8,at_least_two_nonzero_readable
1546,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1547,218,218,0,0,654.0,train|train_small,0,218,at_least_two_nonzero_readable
1548,321,321,0,0,963.0,train|train_small,0,321,at_least_two_nonzero_readable
1549,197,197,0,0,591.0,train|train_small,0,197,at_least_two_nonzero_readable
1550,446,446,0,0,1338.0,train,0,446,at_least_two_nonzero_readable
1551,10,10,0,0,30.0,train,0,10,at_least_two_nonzero_readable
1552,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1553,50,50,0,0,150.0,train|train_small,0,50,at_least_two_nonzero_readable
1554,106,106,0,0,318.0,train|train_small,0,106,at_least_two_nonzero_readable
1555,37,37,0,0,111.0,test,0,37,at_least_two_nonzero_readable
1556,23,23,0,0,69.0,train|train_small,0,23,at_least_two_nonzero_readable
1557,7,7,0,0,21.0,train,0,7,at_least_two_nonzero_readable
1558,1,1,0,0,3.0,train_small,0,1,fewer_than_two_nonzero_readable
1559,1,1,0,0,3.0,train_small,0,1,fewer_than_two_nonzero_readable
1560,8,8,0,0,24.0,train|train_small,0,8,at_least_two_nonzero_readable
1561,23,23,0,0,69.0,train|train_small,0,23,at_least_two_nonzero_readable
1563,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1565,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1566,8,8,0,0,24.0,train|train_small,0,8,at_least_two_nonzero_readable
1567,5,5,0,0,15.0,train,0,5,at_least_two_nonzero_readable
1568,27,27,0,0,81.0,train,0,27,at_least_two_nonzero_readable
1569,28,28,0,0,84.0,train,0,28,at_least_two_nonzero_readable
1570,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1571,36,36,0,0,108.0,train|train_small,0,36,at_least_two_nonzero_readable
1572,6,6,0,0,18.0,train,0,6,at_least_two_nonzero_readable
1573,9,9,0,0,27.0,train|train_small,0,9,at_least_two_nonzero_readable
1574,11,11,0,0,33.0,train|train_small,0,11,at_least_two_nonzero_readable
1575,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1576,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1577,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1578,28,28,0,0,84.0,train,0,28,at_least_two_nonzero_readable
1579,16,16,0,0,48.0,train|train_small,0,16,at_least_two_nonzero_readable
1580,9,9,0,0,27.0,train|train_small,0,9,at_least_two_nonzero_readable
1581,49,49,0,0,147.0,train|train_small,0,49,at_least_two_nonzero_readable
1582,8,8,0,0,24.0,train|train_small,0,8,at_least_two_nonzero_readable
1583,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1584,2,2,0,0,6.0,train|train_small,0,2,at_least_two_nonzero_readable
1585,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1586,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1587,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1589,48,48,0,0,144.0,train|train_small,0,48,at_least_two_nonzero_readable
1590,3,3,0,0,9.0,train,0,3,at_least_two_nonzero_readable
1591,12,12,0,0,36.0,train|train_small,0,12,at_least_two_nonzero_readable
1592,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1593,28,28,0,0,84.0,train|train_small,0,28,at_least_two_nonzero_readable
1594,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1595,10,10,0,0,30.0,train|train_small,0,10,at_least_two_nonzero_readable
1597,7,7,0,0,21.0,train|train_small,0,7,at_least_two_nonzero_readable
1598,42,42,0,0,126.0,train,0,42,at_least_two_nonzero_readable
1599,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1600,1,1,0,0,3.0,test,0,1,fewer_than_two_nonzero_readable
1601,4,4,0,0,12.0,train,0,4,at_least_two_nonzero_readable
1602,66,66,0,0,198.0,train|train_small,0,66,at_least_two_nonzero_readable
1603,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1604,7,7,0,0,21.0,train|train_small,0,7,at_least_two_nonzero_readable
1605,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1606,55,55,0,0,165.0,train|train_small,0,55,at_least_two_nonzero_readable
1607,1,1,0,0,3.0,train_small,0,1,fewer_than_two_nonzero_readable
1608,21,21,0,0,63.0,train|train_small,0,21,at_least_two_nonzero_readable
1609,1,1,0,0,3.0,train_small,0,1,fewer_than_two_nonzero_readable
1610,7,7,0,0,21.0,train|train_small,0,7,at_least_two_nonzero_readable
1611,8,8,0,0,24.0,train|train_small,0,8,at_least_two_nonzero_readable
1612,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1613,206,206,0,0,618.0,train|train_small,0,206,at_least_two_nonzero_readable
1614,1,1,0,0,3.0,train_small,0,1,fewer_than_two_nonzero_readable
1615,300,300,0,0,900.0,test,0,300,at_least_two_nonzero_readable
1616,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1618,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1619,5,5,0,0,15.0,train,0,5,at_least_two_nonzero_readable
1620,37,37,0,0,111.0,train|train_small,0,37,at_least_two_nonzero_readable
1621,19,19,0,0,57.0,train|train_small,0,19,at_least_two_nonzero_readable
1622,320,320,0,0,960.0,train|train_small,0,320,at_least_two_nonzero_readable
1623,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1624,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1625,164,164,0,0,492.0,train,0,164,at_least_two_nonzero_readable
1626,133,133,0,0,399.0,test,0,133,at_least_two_nonzero_readable
1627,108,108,0,0,324.0,test,0,108,at_least_two_nonzero_readable
1628,40,40,0,0,120.0,train|train_small,0,40,at_least_two_nonzero_readable
1629,22,22,0,0,66.0,train|train_small,0,22,at_least_two_nonzero_readable
1630,11,11,0,0,33.0,train|train_small,0,11,at_least_two_nonzero_readable
1631,837,837,0,0,2511.0,train|train_small,0,837,at_least_two_nonzero_readable
1632,33,33,0,0,99.0,test,0,33,at_least_two_nonzero_readable
1633,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1634,14,14,0,0,42.0,train|train_small,0,14,at_least_two_nonzero_readable
1635,54,54,0,0,162.0,train,0,54,at_least_two_nonzero_readable
1636,20,20,0,0,60.0,train|train_small,0,20,at_least_two_nonzero_readable
1637,4,4,0,0,12.0,train,0,4,at_least_two_nonzero_readable
1638,20,20,0,0,60.0,train|train_small,0,20,at_least_two_nonzero_readable
1639,1450,1450,0,0,4350.0,train|train_small,0,1450,at_least_two_nonzero_readable
1640,1265,1265,0,0,3795.0,train|train_small,0,1265,at_least_two_nonzero_readable
1641,2,2,0,0,6.0,train|train_small,0,2,at_least_two_nonzero_readable
1642,1045,1045,0,0,3135.0,train|train_small,0,1045,at_least_two_nonzero_readable
1643,602,602,0,0,1806.0,train|train_small,0,602,at_least_two_nonzero_readable
1644,109,109,0,0,327.0,train|train_small,0,109,at_least_two_nonzero_readable
1645,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1646,3,3,0,0,9.0,train,0,3,at_least_two_nonzero_readable
1647,7,7,0,0,21.0,train|train_small,0,7,at_least_two_nonzero_readable
1648,66,66,0,0,198.0,train|train_small,0,66,at_least_two_nonzero_readable
1649,255,255,0,0,765.0,train,0,255,at_least_two_nonzero_readable
1650,120,120,0,0,360.0,train|train_small,0,120,at_least_two_nonzero_readable
1651,11,11,0,0,33.0,train|train_small,0,11,at_least_two_nonzero_readable
1652,8,8,0,0,24.0,train,0,8,at_least_two_nonzero_readable
1653,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1654,96,96,0,0,288.0,test,0,96,at_least_two_nonzero_readable
1655,110,110,0,0,330.0,test,0,110,at_least_two_nonzero_readable
1656,102,102,0,0,306.0,train|train_small,0,102,at_least_two_nonzero_readable
1657,1572,1572,0,0,4716.0,train|train_small,0,1572,at_least_two_nonzero_readable
1658,61,61,0,0,183.0,train|train_small,0,61,at_least_two_nonzero_readable
1659,645,645,0,0,1935.0,test,0,645,at_least_two_nonzero_readable
1660,17,17,0,0,51.0,train|train_small,0,17,at_least_two_nonzero_readable
1661,187,187,0,0,561.0,train,0,187,at_least_two_nonzero_readable
1662,124,124,0,0,372.0,train,0,124,at_least_two_nonzero_readable
1663,9,9,0,0,27.0,train|train_small,0,9,at_least_two_nonzero_readable
1664,285,285,0,0,855.0,train|train_small,0,285,at_least_two_nonzero_readable
1665,1911,1911,0,0,5733.0,train,0,1911,at_least_two_nonzero_readable
1666,660,660,0,0,1980.0,test,0,660,at_least_two_nonzero_readable
1667,38,38,0,0,114.0,train|train_small,0,38,at_least_two_nonzero_readable
1668,1848,1848,0,0,5544.0,train|train_small,0,1848,at_least_two_nonzero_readable
1669,2033,2033,0,0,6099.0,train|train_small,0,2033,at_least_two_nonzero_readable
1670,61,61,0,0,183.0,test,0,61,at_least_two_nonzero_readable
1671,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1672,26,26,0,0,78.0,train|train_small,0,26,at_least_two_nonzero_readable
1673,83,83,0,0,249.0,train|train_small,0,83,at_least_two_nonzero_readable
1674,68,68,0,0,204.0,train|train_small,0,68,at_least_two_nonzero_readable
1676,160,160,0,0,480.0,test,0,160,at_least_two_nonzero_readable
1677,319,319,0,0,957.0,train|train_small,0,319,at_least_two_nonzero_readable
1678,271,271,0,0,813.0,test,0,271,at_least_two_nonzero_readable
1679,64,64,0,0,192.0,train|train_small,0,64,at_least_two_nonzero_readable
1680,400,400,0,0,1200.0,train|train_small,0,400,at_least_two_nonzero_readable
1681,21,21,0,0,63.0,train|train_small,0,21,at_least_two_nonzero_readable
1682,237,237,0,0,711.0,train|train_small,0,237,at_least_two_nonzero_readable
1683,555,555,0,0,1665.0,train,0,555,at_least_two_nonzero_readable
1684,36,36,0,0,108.0,test,0,36,at_least_two_nonzero_readable
1685,49,49,0,0,147.0,test,0,49,at_least_two_nonzero_readable
1686,330,330,0,0,990.0,train,0,330,at_least_two_nonzero_readable
1687,45,45,0,0,135.0,train,0,45,at_least_two_nonzero_readable
1688,35,35,0,0,105.0,train|train_small,0,35,at_least_two_nonzero_readable
1689,13,13,0,0,39.0,train_small,0,13,at_least_two_nonzero_readable
1690,1,1,0,0,3.0,test,0,1,fewer_than_two_nonzero_readable
1691,45,45,0,0,135.0,train|train_small,0,45,at_least_two_nonzero_readable
1692,29,29,0,0,87.0,train|train_small,0,29,at_least_two_nonzero_readable
1693,5,5,0,0,15.0,test,0,5,at_least_two_nonzero_readable
1694,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1695,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1696,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1697,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1698,366,366,0,0,1098.0,train|train_small,0,366,at_least_two_nonzero_readable
1699,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1701,4,4,0,0,12.0,test,0,4,at_least_two_nonzero_readable
1702,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1703,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1704,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1705,3,3,0,0,9.0,train,0,3,at_least_two_nonzero_readable
1706,31,31,0,0,93.0,train|train_small,0,31,at_least_two_nonzero_readable
1707,2,2,0,0,6.0,train|train_small,0,2,at_least_two_nonzero_readable
1708,46,46,0,0,138.0,train,0,46,at_least_two_nonzero_readable
1709,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1710,19,19,0,0,57.0,train|train_small,0,19,at_least_two_nonzero_readable
1711,12,12,0,0,36.0,train|train_small,0,12,at_least_two_nonzero_readable
1712,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1713,4,4,0,0,12.0,train,0,4,at_least_two_nonzero_readable
1714,1,1,0,0,3.0,train_small,0,1,fewer_than_two_nonzero_readable
1715,1,1,0,0,3.0,train_small,0,1,fewer_than_two_nonzero_readable
1716,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1717,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1718,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1719,8,8,0,0,24.0,train|train_small,0,8,at_least_two_nonzero_readable
1720,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1721,2,2,0,0,6.0,train_small,0,2,at_least_two_nonzero_readable
1722,3,3,0,0,9.0,train,0,3,at_least_two_nonzero_readable
1723,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1724,3,3,0,0,9.0,train,0,3,at_least_two_nonzero_readable
1725,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1726,13,13,0,0,39.0,train|train_small,0,13,at_least_two_nonzero_readable
1727,397,397,0,0,1191.0,train,0,397,at_least_two_nonzero_readable
1728,22,22,0,0,66.0,train|train_small,0,22,at_least_two_nonzero_readable
1729,3,3,0,0,9.0,test,0,3,at_least_two_nonzero_readable
1730,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1731,3,3,0,0,9.0,train,0,3,at_least_two_nonzero_readable
1732,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1733,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1734,2,2,0,0,6.0,train|train_small,0,2,at_least_two_nonzero_readable
1735,2,2,0,0,6.0,train_small,0,2,at_least_two_nonzero_readable
1736,2,2,0,0,6.0,train|train_small,0,2,at_least_two_nonzero_readable
1737,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1738,2,2,0,0,6.0,train|train_small,0,2,at_least_two_nonzero_readable
1739,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1740,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1741,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1742,93,93,0,0,279.0,part,0,93,at_least_two_nonzero_readable
1743,15,15,0,0,45.0,part,0,15,at_least_two_nonzero_readable
