speaker_id,utterance_count,valid_readable_wav_count,invalid_wav_count,zero_frame_count,duration_seconds,provenance_classes,exact_duplicate_file_count,candidate_source_group_count,positive_pair_support_status
400,515,515,0,0,1545.0,train,0,515,at_least_two_nonzero_readable
401,60,60,0,0,180.0,train,0,60,at_least_two_nonzero_readable
402,86,86,0,0,258.0,train,0,86,at_least_two_nonzero_readable
403,4,4,0,0,12.0,train,0,4,at_least_two_nonzero_readable
404,36,36,0,0,108.0,train,0,36,at_least_two_nonzero_readable
405,289,289,0,0,867.0,train,0,289,at_least_two_nonzero_readable
406,8,8,0,0,24.0,train,0,8,at_least_two_nonzero_readable
407,401,401,0,0,1203.0,train,0,401,at_least_two_nonzero_readable
408,309,309,0,0,927.0,train,0,309,at_least_two_nonzero_readable
409,26,26,0,0,78.0,train,0,26,at_least_two_nonzero_readable
410,39,39,0,0,117.0,train,0,39,at_least_two_nonzero_readable
411,8,8,0,0,24.0,train,0,8,at_least_two_nonzero_readable
412,11,11,0,0,33.0,train,0,11,at_least_two_nonzero_readable
413,98,98,0,0,294.0,train,0,98,at_least_two_nonzero_readable
414,69,69,0,0,207.0,train,0,69,at_least_two_nonzero_readable
415,172,172,0,0,516.0,train,0,172,at_least_two_nonzero_readable
416,167,167,0,0,501.0,train,0,167,at_least_two_nonzero_readable
417,109,109,0,0,327.0,train,0,109,at_least_two_nonzero_readable
418,14,14,0,0,42.0,train,0,14,at_least_two_nonzero_readable
419,426,426,0,0,1278.0,train,0,426,at_least_two_nonzero_readable
420,517,517,0,0,1551.0,train,0,517,at_least_two_nonzero_readable
421,139,139,0,0,417.0,train,0,139,at_least_two_nonzero_readable
422,461,461,0,0,1383.0,train,0,461,at_least_two_nonzero_readable
423,42,42,0,0,126.0,train,0,42,at_least_two_nonzero_readable
424,162,162,0,0,486.0,train,0,162,at_least_two_nonzero_readable
425,82,82,0,0,246.0,train,0,82,at_least_two_nonzero_readable
426,152,152,0,0,456.0,train,0,152,at_least_two_nonzero_readable
427,193,193,0,0,579.0,train,0,193,at_least_two_nonzero_readable
1000,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1001,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1003,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1004,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1005,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1006,217,217,0,0,651.0,train|train_small,0,217,at_least_two_nonzero_readable
1007,13,13,0,0,39.0,train|train_small,0,13,at_least_two_nonzero_readable
1008,1,1,0,0,3.0,test,0,1,fewer_than_two_nonzero_readable
1009,18,18,0,0,54.0,train|train_small,0,18,at_least_two_nonzero_readable
1010,2,2,0,0,6.0,test,0,2,at_least_two_nonzero_readable
1011,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1012,2,2,0,0,6.0,train|train_small,0,2,at_least_two_nonzero_readable
1013,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1014,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1016,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1017,4,4,0,0,12.0,train,0,4,at_least_two_nonzero_readable
1018,11,11,0,0,33.0,train|train_small,0,11,at_least_two_nonzero_readable
1019,2,2,0,0,6.0,train_small,0,2,at_least_two_nonzero_readable
1020,28,28,0,0,84.0,train,0,28,at_least_two_nonzero_readable
1022,9,9,0,0,27.0,train|train_small,0,9,at_least_two_nonzero_readable
1024,26,26,0,0,78.0,test,0,26,at_least_two_nonzero_readable
1025,47,47,0,0,141.0,train|train_small,0,47,at_least_two_nonzero_readable
1026,11,11,0,0,33.0,train|train_small,0,11,at_least_two_nonzero_readable
1027,272,272,0,0,816.0,test,0,272,at_least_two_nonzero_readable
1028,108,108,0,0,324.0,train|train_small,0,108,at_least_two_nonzero_readable
1029,533,533,0,0,1599.0,train|train_small,0,533,at_least_two_nonzero_readable
1030,293,293,0,0,879.0,train|train_small,0,293,at_least_two_nonzero_readable
1031,51,51,0,0,153.0,train,0,51,at_least_two_nonzero_readable
1032,90,90,0,0,270.0,train,0,90,at_least_two_nonzero_readable
1033,102,102,0,0,306.0,train|train_small,0,102,at_least_two_nonzero_readable
1034,26,26,0,0,78.0,train,0,26,at_least_two_nonzero_readable
1035,30,30,0,0,90.0,test,0,30,at_least_two_nonzero_readable
1036,41,41,0,0,123.0,train|train_small,0,41,at_least_two_nonzero_readable
1037,13,13,0,0,39.0,train|train_small,0,13,at_least_two_nonzero_readable
1038,33,33,0,0,99.0,train,0,33,at_least_two_nonzero_readable
1039,47,47,0,0,141.0,test,0,47,at_least_two_nonzero_readable
1040,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1041,44,44,0,0,132.0,train|train_small,0,44,at_least_two_nonzero_readable
1042,70,70,0,0,210.0,train|train_small,0,70,at_least_two_nonzero_readable
1043,14,14,0,0,42.0,train,0,14,at_least_two_nonzero_readable
1044,26,26,0,0,78.0,train|train_small,0,26,at_least_two_nonzero_readable
1045,23,23,0,0,69.0,train|train_small,0,23,at_least_two_nonzero_readable
1046,21,21,0,0,63.0,train|train_small,0,21,at_least_two_nonzero_readable
1047,28,28,0,0,84.0,train|train_small,0,28,at_least_two_nonzero_readable
1048,5,5,0,0,15.0,test,0,5,at_least_two_nonzero_readable
1049,8,8,0,0,24.0,train,0,8,at_least_two_nonzero_readable
1050,8,8,0,0,24.0,train,0,8,at_least_two_nonzero_readable
1051,15,15,0,0,45.0,train|train_small,0,15,at_least_two_nonzero_readable
1052,9,9,0,0,27.0,train|train_small,0,9,at_least_two_nonzero_readable
1053,4,4,0,0,12.0,test,0,4,at_least_two_nonzero_readable
1054,3,3,0,0,9.0,train,0,3,at_least_two_nonzero_readable
1055,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1056,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1057,194,194,0,0,582.0,train,0,194,at_least_two_nonzero_readable
1058,212,212,0,0,636.0,test,0,212,at_least_two_nonzero_readable
1059,192,192,0,0,576.0,test,0,192,at_least_two_nonzero_readable
1060,196,196,0,0,588.0,train,0,196,at_least_two_nonzero_readable
1061,390,390,0,0,1170.0,train|train_small,0,390,at_least_two_nonzero_readable
1062,203,203,0,0,609.0,train,0,203,at_least_two_nonzero_readable
1063,174,174,0,0,522.0,train,0,174,at_least_two_nonzero_readable
1064,170,170,0,0,510.0,train,0,170,at_least_two_nonzero_readable
1065,110,110,0,0,330.0,train,0,110,at_least_two_nonzero_readable
1066,4,4,0,0,12.0,train,0,4,at_least_two_nonzero_readable
1067,8,8,0,0,24.0,train|train_small,0,8,at_least_two_nonzero_readable
1068,156,156,0,0,468.0,test,0,156,at_least_two_nonzero_readable
1069,154,154,0,0,462.0,test,0,154,at_least_two_nonzero_readable
1070,4,4,0,0,12.0,train,0,4,at_least_two_nonzero_readable
1071,2,2,0,0,6.0,train_small,0,2,at_least_two_nonzero_readable
1072,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1073,68,68,0,0,204.0,train|train_small,0,68,at_least_two_nonzero_readable
1074,243,243,0,0,729.0,test,0,243,at_least_two_nonzero_readable
1075,93,93,0,0,279.0,test,0,93,at_least_two_nonzero_readable
1076,31,31,0,0,93.0,train,0,31,at_least_two_nonzero_readable
1077,8,8,0,0,24.0,train|train_small,0,8,at_least_two_nonzero_readable
1078,4,4,0,0,12.0,test,0,4,at_least_two_nonzero_readable
1079,3,3,0,0,9.0,train,0,3,at_least_two_nonzero_readable
1080,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1081,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1082,55,55,0,0,165.0,train,0,55,at_least_two_nonzero_readable
1083,13,13,0,0,39.0,train|train_small,0,13,at_least_two_nonzero_readable
1084,14,14,0,0,42.0,train|train_small,0,14,at_least_two_nonzero_readable
1085,3,3,0,0,9.0,train,0,3,at_least_two_nonzero_readable
1086,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1087,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1088,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1089,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1090,38,38,0,0,114.0,train,0,38,at_least_two_nonzero_readable
1091,51,51,0,0,153.0,train|train_small,0,51,at_least_two_nonzero_readable
1092,5,5,0,0,15.0,test,0,5,at_least_two_nonzero_readable
1093,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1094,12,12,0,0,36.0,test,0,12,at_least_two_nonzero_readable
1095,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1096,14,14,0,0,42.0,train|train_small,0,14,at_least_two_nonzero_readable
1097,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1098,5,5,0,0,15.0,train_small,0,5,at_least_two_nonzero_readable
1099,3,3,0,0,9.0,train_small,0,3,at_least_two_nonzero_readable
1100,2,2,0,0,6.0,train_small,0,2,at_least_two_nonzero_readable
1101,2,2,0,0,6.0,train_small,0,2,at_least_two_nonzero_readable
1103,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1104,5,5,0,0,15.0,train_small,0,5,at_least_two_nonzero_readable
1105,3,3,0,0,9.0,train_small,0,3,at_least_two_nonzero_readable
1106,27,27,0,0,81.0,test,0,27,at_least_two_nonzero_readable
1107,2,2,0,0,6.0,test,0,2,at_least_two_nonzero_readable
1108,3,3,0,0,9.0,train_small,0,3,at_least_two_nonzero_readable
1109,92,92,0,0,276.0,train_small,0,92,at_least_two_nonzero_readable
1110,344,344,0,0,1032.0,train|train_small,0,344,at_least_two_nonzero_readable
1111,120,120,0,0,360.0,train|train_small,0,120,at_least_two_nonzero_readable
1112,121,121,0,0,363.0,train|train_small,0,121,at_least_two_nonzero_readable
1113,8,8,0,0,24.0,train|train_small,0,8,at_least_two_nonzero_readable
1114,70,70,0,0,210.0,train|train_small,0,70,at_least_two_nonzero_readable
1115,40,40,0,0,120.0,train_small,0,40,at_least_two_nonzero_readable
1116,9,9,0,0,27.0,train|train_small,0,9,at_least_two_nonzero_readable
1117,34,34,0,0,102.0,train_small,0,34,at_least_two_nonzero_readable
1118,39,39,0,0,117.0,train_small,0,39,at_least_two_nonzero_readable
1119,17,17,0,0,51.0,train_small,0,17,at_least_two_nonzero_readable
1120,15,15,0,0,45.0,test,0,15,at_least_two_nonzero_readable
1121,7,7,0,0,21.0,train_small,0,7,at_least_two_nonzero_readable
1122,8,8,0,0,24.0,train_small,0,8,at_least_two_nonzero_readable
1123,7,7,0,0,21.0,test,0,7,at_least_two_nonzero_readable
1124,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1125,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1126,16,16,0,0,48.0,train_small,0,16,at_least_two_nonzero_readable
1127,14,14,0,0,42.0,train_small,0,14,at_least_two_nonzero_readable
1128,28,28,0,0,84.0,train,0,28,at_least_two_nonzero_readable
1129,11,11,0,0,33.0,test,0,11,at_least_two_nonzero_readable
1130,4,4,0,0,12.0,train_small,0,4,at_least_two_nonzero_readable
1131,7,7,0,0,21.0,train|train_small,0,7,at_least_two_nonzero_readable
1132,45,45,0,0,135.0,train|train_small,0,45,at_least_two_nonzero_readable
1133,32,32,0,0,96.0,train,0,32,at_least_two_nonzero_readable
1134,80,80,0,0,240.0,train|train_small,0,80,at_least_two_nonzero_readable
1135,36,36,0,0,108.0,train|train_small,0,36,at_least_two_nonzero_readable
1136,11,11,0,0,33.0,train|train_small,0,11,at_least_two_nonzero_readable
1137,4,4,0,0,12.0,test,0,4,at_least_two_nonzero_readable
1138,138,138,0,0,414.0,train|train_small,0,138,at_least_two_nonzero_readable
1139,7,7,0,0,21.0,train,0,7,at_least_two_nonzero_readable
1140,4,4,0,0,12.0,train,0,4,at_least_two_nonzero_readable
1141,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1142,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1143,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1144,12,12,0,0,36.0,train,0,12,at_least_two_nonzero_readable
1145,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1146,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1147,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1148,2686,2686,0,0,8058.0,train,0,2686,at_least_two_nonzero_readable
1149,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1150,4,4,0,0,12.0,train,0,4,at_least_two_nonzero_readable
1151,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1152,3,3,0,0,9.0,train,0,3,at_least_two_nonzero_readable
1153,1,1,0,0,3.0,test,0,1,fewer_than_two_nonzero_readable
1154,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1155,3,3,0,0,9.0,train,0,3,at_least_two_nonzero_readable
1156,15,15,0,0,45.0,train|train_small,0,15,at_least_two_nonzero_readable
1157,25,25,0,0,75.0,train|train_small,0,25,at_least_two_nonzero_readable
1158,1613,1613,0,0,4839.0,train|train_small,0,1613,at_least_two_nonzero_readable
1159,3,3,0,0,9.0,test,0,3,at_least_two_nonzero_readable
1160,368,368,0,0,1104.0,train,0,368,at_least_two_nonzero_readable
1161,4,4,0,0,12.0,train,0,4,at_least_two_nonzero_readable
1162,17,17,0,0,51.0,train|train_small,0,17,at_least_two_nonzero_readable
1163,9,9,0,0,27.0,train|train_small,0,9,at_least_two_nonzero_readable
1164,5,5,0,0,15.0,train,0,5,at_least_two_nonzero_readable
1165,2,2,0,0,6.0,train_small,0,2,at_least_two_nonzero_readable
1166,7,7,0,0,21.0,train|train_small,0,7,at_least_two_nonzero_readable
1167,218,218,0,0,654.0,train|train_small,0,218,at_least_two_nonzero_readable
1168,20,20,0,0,60.0,train|train_small,0,20,at_least_two_nonzero_readable
1169,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1170,6,6,0,0,18.0,train,0,6,at_least_two_nonzero_readable
1171,162,162,0,0,486.0,train|train_small,0,162,at_least_two_nonzero_readable
1172,75,75,0,0,225.0,train,0,75,at_least_two_nonzero_readable
1173,33,33,0,0,99.0,test,0,33,at_least_two_nonzero_readable
1174,23,23,0,0,69.0,train,0,23,at_least_two_nonzero_readable
1175,6,6,0,0,18.0,test,0,6,at_least_two_nonzero_readable
1176,12,12,0,0,36.0,train|train_small,0,12,at_least_two_nonzero_readable
1177,7,7,0,0,21.0,train|train_small,0,7,at_least_two_nonzero_readable
1178,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1179,21,21,0,0,63.0,test,0,21,at_least_two_nonzero_readable
1180,21,21,0,0,63.0,train|train_small,0,21,at_least_two_nonzero_readable
1181,9,9,0,0,27.0,train,0,9,at_least_two_nonzero_readable
1182,10,10,0,0,30.0,train|train_small,0,10,at_least_two_nonzero_readable
1183,1,1,0,0,3.0,train_small,0,1,fewer_than_two_nonzero_readable
1184,52,52,0,0,156.0,test,0,52,at_least_two_nonzero_readable
1185,14,14,0,0,42.0,train,0,14,at_least_two_nonzero_readable
1186,32,32,0,0,96.0,train|train_small,0,32,at_least_two_nonzero_readable
1187,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1188,2,2,0,0,6.0,test,0,2,at_least_two_nonzero_readable
1189,86,86,0,0,258.0,train|train_small,0,86,at_least_two_nonzero_readable
1190,46,46,0,0,138.0,test,0,46,at_least_two_nonzero_readable
1191,9,9,0,0,27.0,train,0,9,at_least_two_nonzero_readable
1192,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1193,97,97,0,0,291.0,train|train_small,0,97,at_least_two_nonzero_readable
1194,4,4,0,0,12.0,train,0,4,at_least_two_nonzero_readable
1195,69,69,0,0,207.0,train|train_small,0,69,at_least_two_nonzero_readable
1196,22,22,0,0,66.0,train,0,22,at_least_two_nonzero_readable
1197,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1198,52,52,0,0,156.0,train,0,52,at_least_two_nonzero_readable
1199,18,18,0,0,54.0,train|train_small,0,18,at_least_two_nonzero_readable
1200,10,10,0,0,30.0,train|train_small,0,10,at_least_two_nonzero_readable
1201,32,32,0,0,96.0,train,0,32,at_least_two_nonzero_readable
1202,11,11,0,0,33.0,train|train_small,0,11,at_least_two_nonzero_readable
1203,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1204,5,5,0,0,15.0,train,0,5,at_least_two_nonzero_readable
1205,1,1,0,0,3.0,train_small,0,1,fewer_than_two_nonzero_readable
1206,75,75,0,0,225.0,train|train_small,0,75,at_least_two_nonzero_readable
1207,12,12,0,0,36.0,train|train_small,0,12,at_least_two_nonzero_readable
1208,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1209,9,9,0,0,27.0,train|train_small,0,9,at_least_two_nonzero_readable
1210,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1211,104,104,0,0,312.0,train|train_small,0,104,at_least_two_nonzero_readable
1212,27,27,0,0,81.0,train,0,27,at_least_two_nonzero_readable
1213,4,4,0,0,12.0,train,0,4,at_least_two_nonzero_readable
1214,44,44,0,0,132.0,train|train_small,0,44,at_least_two_nonzero_readable
1215,63,63,0,0,189.0,train|train_small,0,63,at_least_two_nonzero_readable
1216,17,17,0,0,51.0,train|train_small,0,17,at_least_two_nonzero_readable
1217,13,13,0,0,39.0,train|train_small,0,13,at_least_two_nonzero_readable
1218,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1219,3,3,0,0,9.0,train,0,3,at_least_two_nonzero_readable
1220,33,33,0,0,99.0,test,0,33,at_least_two_nonzero_readable
1221,6,6,0,0,18.0,train,0,6,at_least_two_nonzero_readable
1222,63,63,0,0,189.0,train,0,63,at_least_two_nonzero_readable
1223,9,9,0,0,27.0,train,0,9,at_least_two_nonzero_readable
1224,51,51,0,0,153.0,train|train_small,0,51,at_least_two_nonzero_readable
1225,15,15,0,0,45.0,train,0,15,at_least_two_nonzero_readable
1226,26,26,0,0,78.0,train,0,26,at_least_two_nonzero_readable
1227,8,8,0,0,24.0,test,0,8,at_least_two_nonzero_readable
1228,78,78,0,0,234.0,train|train_small,0,78,at_least_two_nonzero_readable
1229,5,5,0,0,15.0,train,0,5,at_least_two_nonzero_readable
1230,12,12,0,0,36.0,test,0,12,at_least_two_nonzero_readable
1231,3,3,0,0,9.0,train,0,3,at_least_two_nonzero_readable
1232,52,52,0,0,156.0,train|train_small,0,52,at_least_two_nonzero_readable
1233,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1234,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1235,5,5,0,0,15.0,train,0,5,at_least_two_nonzero_readable
1236,11,11,0,0,33.0,train,0,11,at_least_two_nonzero_readable
1237,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1238,62,62,0,0,186.0,train|train_small,0,62,at_least_two_nonzero_readable
1239,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1240,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1241,7,7,0,0,21.0,train|train_small,0,7,at_least_two_nonzero_readable
1242,29,29,0,0,87.0,train|train_small,0,29,at_least_two_nonzero_readable
1243,59,59,0,0,177.0,train|train_small,0,59,at_least_two_nonzero_readable
1244,3,3,0,0,9.0,train,0,3,at_least_two_nonzero_readable
1245,5,5,0,0,15.0,train,0,5,at_least_two_nonzero_readable
1246,35,35,0,0,105.0,train|train_small,0,35,at_least_two_nonzero_readable
1247,7,7,0,0,21.0,train,0,7,at_least_two_nonzero_readable
1248,5,5,0,0,15.0,train,0,5,at_least_two_nonzero_readable
1249,32,32,0,0,96.0,train|train_small,0,32,at_least_two_nonzero_readable
1250,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1251,16,16,0,0,48.0,train|train_small,0,16,at_least_two_nonzero_readable
1252,29,29,0,0,87.0,train|train_small,0,29,at_least_two_nonzero_readable
1253,12,12,0,0,36.0,train|train_small,0,12,at_least_two_nonzero_readable
1254,18,18,0,0,54.0,train,0,18,at_least_two_nonzero_readable
1255,9,9,0,0,27.0,train|train_small,0,9,at_least_two_nonzero_readable
1256,2,2,0,0,6.0,train|train_small,0,2,at_least_two_nonzero_readable
1257,14,14,0,0,42.0,train|train_small,0,14,at_least_two_nonzero_readable
1258,12,12,0,0,36.0,train,0,12,at_least_two_nonzero_readable
1259,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1260,3,3,0,0,9.0,train_small,0,3,at_least_two_nonzero_readable
1261,17,17,0,0,51.0,train,0,17,at_least_two_nonzero_readable
1262,8,8,0,0,24.0,train|train_small,0,8,at_least_two_nonzero_readable
1263,21,21,0,0,63.0,train|train_small,0,21,at_least_two_nonzero_readable
1264,20,20,0,0,60.0,train|train_small,0,20,at_least_two_nonzero_readable
1265,6,6,0,0,18.0,train,0,6,at_least_two_nonzero_readable
1266,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1267,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1268,10,10,0,0,30.0,train|train_small,0,10,at_least_two_nonzero_readable
1269,8,8,0,0,24.0,train|train_small,0,8,at_least_two_nonzero_readable
1270,166,166,0,0,498.0,train|train_small,0,166,at_least_two_nonzero_readable
1271,19,19,0,0,57.0,train,0,19,at_least_two_nonzero_readable
1272,10,10,0,0,30.0,train|train_small,0,10,at_least_two_nonzero_readable
1273,5,5,0,0,15.0,test,0,5,at_least_two_nonzero_readable
1274,11,11,0,0,33.0,train|train_small,0,11,at_least_two_nonzero_readable
1275,7,7,0,0,21.0,train|train_small,0,7,at_least_two_nonzero_readable
1276,2,2,0,0,6.0,train|train_small,0,2,at_least_two_nonzero_readable
1277,27,27,0,0,81.0,train|train_small,0,27,at_least_two_nonzero_readable
1278,20,20,0,0,60.0,train|train_small,0,20,at_least_two_nonzero_readable
1279,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1280,7,7,0,0,21.0,train,0,7,at_least_two_nonzero_readable
1281,38,38,0,0,114.0,train|train_small,0,38,at_least_two_nonzero_readable
1282,21,21,0,0,63.0,train|train_small,0,21,at_least_two_nonzero_readable
1283,36,36,0,0,108.0,train|train_small,0,36,at_least_two_nonzero_readable
1284,29,29,0,0,87.0,train|train_small,0,29,at_least_two_nonzero_readable
1285,19,19,0,0,57.0,train,0,19,at_least_two_nonzero_readable
1287,30,30,0,0,90.0,train|train_small,0,30,at_least_two_nonzero_readable
1288,28,28,0,0,84.0,train|train_small,0,28,at_least_two_nonzero_readable
1289,31,31,0,0,93.0,train|train_small,0,31,at_least_two_nonzero_readable
1290,32,32,0,0,96.0,train|train_small,0,32,at_least_two_nonzero_readable
1291,18,18,0,0,54.0,train|train_small,0,18,at_least_two_nonzero_readable
1292,79,79,0,0,237.0,train|train_small,0,79,at_least_two_nonzero_readable
1293,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1294,69,69,0,0,207.0,train|train_small,0,69,at_least_two_nonzero_readable
1295,81,81,0,0,243.0,train,0,81,at_least_two_nonzero_readable
1296,12,12,0,0,36.0,train|train_small,0,12,at_least_two_nonzero_readable
1297,3,3,0,0,9.0,train,0,3,at_least_two_nonzero_readable
1298,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1299,1921,1921,0,0,5763.0,train|train_small,0,1921,at_least_two_nonzero_readable
1300,2,2,0,0,6.0,train|train_small,0,2,at_least_two_nonzero_readable
1301,38,38,0,0,114.0,train|train_small,0,38,at_least_two_nonzero_readable
1302,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1303,1,1,0,0,3.0,train_small,0,1,fewer_than_two_nonzero_readable
1304,24,24,0,0,72.0,train,0,24,at_least_two_nonzero_readable
1305,367,367,0,0,1101.0,train|train_small,0,367,at_least_two_nonzero_readable
1306,12,12,0,0,36.0,train|train_small,0,12,at_least_two_nonzero_readable
1307,14,14,0,0,42.0,train|train_small,0,14,at_least_two_nonzero_readable
1308,128,128,0,0,384.0,train|train_small,0,128,at_least_two_nonzero_readable
1309,112,112,0,0,336.0,train|train_small,0,112,at_least_two_nonzero_readable
1311,6,6,0,0,18.0,train,0,6,at_least_two_nonzero_readable
1313,3037,3037,0,0,9111.0,train,0,3037,at_least_two_nonzero_readable
1314,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
1315,25,25,0,0,75.0,train|train_small,0,25,at_least_two_nonzero_readable
1316,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1317,296,296,0,0,888.0,train|train_small,0,296,at_least_two_nonzero_readable
1319,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1320,11,11,0,0,33.0,train|train_small,0,11,at_least_two_nonzero_readable
1321,63,63,0,0,189.0,train,0,63,at_least_two_nonzero_readable
1322,95,95,0,0,285.0,train|train_small,0,95,at_least_two_nonzero_readable
1323,13,13,0,0,39.0,train|train_small,0,13,at_least_two_nonzero_readable
1324,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1325,73,73,0,0,219.0,train|train_small,0,73,at_least_two_nonzero_readable
1326,6,6,0,0,18.0,train,0,6,at_least_two_nonzero_readable
1327,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1328,2,2,0,0,6.0,train_small,0,2,at_least_two_nonzero_readable
1329,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1330,7,7,0,0,21.0,train|train_small,0,7,at_least_two_nonzero_readable
1331,25,25,0,0,75.0,train|train_small,0,25,at_least_two_nonzero_readable
1332,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1333,1,1,0,0,3.0,train,0,1,fewer_than_two_nonzero_readable
1334,10,10,0,0,30.0,train|train_small,0,10,at_least_two_nonzero_readable
1335,3,3,0,0,9.0,train|train_small,0,3,at_least_two_nonzero_readable
1336,2,2,0,0,6.0,train_small,0,2,at_least_two_nonzero_readable
1337,7,7,0,0,21.0,train,0,7,at_least_two_nonzero_readable
1338,5,5,0,0,15.0,train|train_small,0,5,at_least_two_nonzero_readable
1339,54,54,0,0,162.0,train|train_small,0,54,at_least_two_nonzero_readable
1340,37,37,0,0,111.0,train,0,37,at_least_two_nonzero_readable
1341,51,51,0,0,153.0,train|train_small,0,51,at_least_two_nonzero_readable
1342,36,36,0,0,108.0,train|train_small,0,36,at_least_two_nonzero_readable
1343,10,10,0,0,30.0,train|train_small,0,10,at_least_two_nonzero_readable
1344,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1345,6,6,0,0,18.0,train|train_small,0,6,at_least_two_nonzero_readable
1346,10,10,0,0,30.0,train|train_small,0,10,at_least_two_nonzero_readable
1347,2,2,0,0,6.0,train|train_small,0,2,at_least_two_nonzero_readable
1348,9,9,0,0,27.0,train|train_small,0,9,at_least_two_nonzero_readable
1349,5,5,0,0,15.0,train,0,5,at_least_two_nonzero_readable
1350,7,7,0,0,21.0,train,0,7,at_least_two_nonzero_readable
1351,1,1,0,0,3.0,train_small,0,1,fewer_than_two_nonzero_readable
1352,4,4,0,0,12.0,train|train_small,0,4,at_least_two_nonzero_readable
1353,8,8,0,0,24.0,train|train_small,0,8,at_least_two_nonzero_readable
1354,2,2,0,0,6.0,train,0,2,at_least_two_nonzero_readable
